,Unnamed: 0,Player Name,Player ID,Home Runs,Player Quote,Batting Hand,College
387,387,Josh Willingham,willijo03,195,"""He's the real deal. He's one of those guys that I would always take our players to and say, 'This is the way that you behave.' You can’t make great players out of junk people, and Josh Willingham is the epitome of a great person. Therefore, he became a great player."" - Retired Northern Alabama Coach Mike in The Christian Chronicle (Bobby Ross, Jr., August 2010, 'Boys of summer: Josh Willingham's faith, character praised', Source)",Right,University of North Alabama
388,388,Brandon Belt,beltbr01,194,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,University of Texas at Austin
389,389,Russell Branyan,branyru01,194,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,None Attended
390,390,Jeff Heath,heathje01,194,"""Spent 11 years in the AL, nine of them with Cleveland. Sold to Boston Braves in 1948 season. His slugging sparked Braves in their pennant drive, and his .319 batting average was one of top in NL. He also hit 20 homers, batted in 76 runs and led outfielders in fielding. Only player in history of AL to hit 20 or more doubles, triples and homers in one year (1941)."" - 1949 Bowman Baseball Card (Bowman Baseball, Jeff Heath Baseball Card, #169)",Left,None Attended
391,391,Amos Otis,otisam01,193,"""I think this guy (Amos Otis) has great pride. He has learned how to play the game. He has matured in his approach to baseball and to life. I have great rapport with the guy. The only trouble is that people don't know him. I think he is a super individual."" - McKeon, Jack. Kansas City Royals Manager. Baseball Digest. July 1975. [Amos Otis Interview]",Right,None Attended
392,392,Jason Varitek,varitja01,193,"""I know offensively he (Jason Varitek) was the star of the game. But the game he called, I probably shook him off three times tonight. Once he wouldn't let me shake him off, but that was his game. We talked the last five days about how I thought things were going and it was good dialogue and it showed tonight results-wise. That's probably why he's probably as good as there is back there calling a game."" - Curt Schilling (April 28, 2004)",Both,Georgia Institute of Technology
393,393,Christian Yelich,yelicch01,193,"""You try to improve every year, and you learn a lot about the game and yourself. I think you're still learning, no matter how long you play this game. It's kind of a trial-by-fire-type deal. You'll go through stretches when you're really hot and stretches when you struggle a little bit. You try to key in on what you do well when you're going well and what happens when you go bad. It's easy to say, but it's really hard over the course of a year to do that."" - Yelich, Christian. Yelich seals cycle with triple in 6-for-6 game. McCalvy, Adam. MLB Staff Writer. 30 August 2018.",Left,None Attended
394,394,Pete Alonso,alonspe01,192,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,University of Florida
395,395,Brian Dozier,doziebr01,192,"""He's (Brian Dozier) athletic, he's got a strong arm, I think he's a bright-enough kid to position himself correctly, he pays attention to the game, he knows who's pitching -- all those intangibles go hand-in-hand to being a good shortstop."" - Ullger, Scott. Minnesota Twins Interim Manager. Dozier to play at shortstop upon arrival. Liebeskind, Josh. MLB Staff Writer. 6 May 2012.",Right,University of Southern Mississippi
396,396,Ray Durham,durhara01,192,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Both,None Attended
397,397,Carl Furillo,furilca01,192,"""Carrots might be good for my eyes, but they won't straighten out the curveball."" - Furillo, Carl. Southpaws and Sunday Punches: And Other Sporting Expressions. Ammer, Christine. Author. Plume Publishing. 1 January 1995. Page 50.",Right,None Attended
398,398,Al Rosen,rosenal01,192,"""He (Al Rosen) came up with two black eyes. His eyes were swollen shut--completely shut. After the game we got on the train (in Cleveland) and went to Philly. When we got there the next morning, Rosen couldn't see at all. So the trainer took him out to the park in the morning and put ice packs on his face. Rosen spent the whole afternoon on the training table until finally he could open his eyes. He played that night and got four hits."" - Cleveland Indians manager Al Lopez in Baseball Digest (September 1992, Bill Chastain, ""Why the Big Surge in Major Leagues' Disabled Lists?"")",Right,University of Florida
399,399,Randal Grichuk,grichra01,191,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
400,400,Russell Martin,martiru01,191,"""I'd been trying to convince the Dodgers for two years that they had a little Pudge Rodriguez on their hands. I don't know if he'll (Russell Martin) win ten Gold Gloves, but he has a chance to become that good. He's got a perfect body, sets a perfect target and is really, really quiet back there."" - Gagne, Eric. Teammate / Closer. Sports Illustrated. 2 July 2007.",Right,Chipola Junior College
401,401,Hal McRae,mcraeha01,191,"""(Hal) McRae was a better player than some of the Hall of Fame left fielders. He hit .300 five times as a regular, plus a couple of times as a part-time player, he hit a huge number of doubles and 14-27 home runs a season, drove in 133 runs when he was 36 years old, and had over 2,000 major league hits. McRae was the most aggressive baserunner of the 1970s, a man who left home plate thinking 'double' every time he hit the ball."" - Author Bill James in The New Bill James Historical Baseball Abstract (Free Press Publishing, 06/13/2003, #53. Hal McRae | Top 100 Best Left Fielders, Page 688)",Right,Florida A&M University
402,402,Chris Young,youngch04,191,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
403,403,Glenn Davis,davisgl01,190,"""Davis has averaged 27 home runs a season despite playing his home games inside the Astrodome and despite having no protection to speak of in the lineup. One can only wonder what the Georgia native would do if he were sandwiched between Ron Gant and Dave Justice in Atlanta."" - Sportswriter Paul Ladewski in Inside Sports (Baseball Ratings and Inside Stuff, 'You stare at that same crack in the wall day after day, and it starts talking to you...', February 1991)",Right,University of Georgia
404,404,Alex Gordon,gordoal01,190,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,University of Nebraska
405,405,Willie Jones,joneswi01,190,"""In late 1959 (I was 15) Willie Jones visited our high school in Vineland, New Jersey. After his short speech in our auditorium, he offered to answer questions. I asked him: 'Who is your favorite baseball player?' He smiled and answered: 'I have twenty-five favorite baseball players. You know them as the Philadelphia Phillies!' - David J. Anderson (Baseball Almanac Email)",Right,None Attended
406,406,Ernie Lombardi,lombaer01,190,"""There are a lot more college guys in the game today. There has to be since the minor leagues are folding, but the players aren't any smarter."" - Ernie Lombardi",Right,None Attended
407,407,Bob Bailey,bailebo01,189,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
408,408,Charlie Keller,kellech01,189,"""In 1939, the Yankees promoted the super-prospect they'd kept down in the minors for a few years. His name was Charlie Keller, a short (5-foot-10) but powerfully built outfielder with eyebrows that had been borrowed from a passing lowlands gorilla. Lefty Gomez said Keller didn't look like he'd been scouted, he looked like he'd been trapped."" - Sportscaster Steven Goldman on YES Network (11/29/2004)",Left,University of Maryland
409,409,Nick Markakis,markani01,189,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,Young Harris Junior College
410,410,J.T. Snow,snowj01,189,"""I've known J.T. for a long time,"" Red Sox manager Terry Francona said. ""He's about as good defensively as you're ever going to see in the game. That's how good he is."" - by Staff Writer David Heuschkel in the Hartford Courant (02/23/2006, 'On A New Coast, Snow, Loretta Getting Adjusted', Source)",Left,University of Arizona
411,411,Preston Wilson,wilsopr01,189,"""I have never seen a consensus like there was for Preston Wilson. People, and lots of people, say they haven't seen a high school bat like his in 10 years, with the possible exception of Gary Sheffield."" - New York Mets Vice President for Baseball Operations Gerry Hunsicker in The New York Times (Joe Sexton, 06/02/1992, 'Wilson's Adopted Son Is Drafted First by Mets', Source)",Right,None Attended
412,412,J.J. Hardy,hardyjj01,188,"""Just having the confidence that that's what they want me to do makes it easier to swing through a pitch and not feel like everyone in the dugout is shaking their head like, 'What's he trying to do?' It just gives you that little bit of extra confidence that you can swing hard and try to drive the ball."" - Hardy, J.J. Hardy not going to change approach at plate. Ghiroli, Brittany. MLB Staff Writer. 3 March 2012.",Right,None Attended
413,413,A.J. Pierzynski,pierza01,188,"""Like ammonia, mace or Simon Cowell, Pierzynski is a chronic irritant. He has been called a jerk, a cancer, a provocateur, various unmentionable body parts and, most recently and affectionately, by his third set of teammates in three years, Captain Chaos. All it took to make him the White Sox catcher was getting run out of San Francisco (costing him about $2 million), spending 10 hours on the phone in candid conversations with wary Chicago general manager Kenny Williams and enduring a talking-to by White Sox announcer and family friend Ken (Hawk) Harrelson. In other words, for a salvage operation of a team that would lead the league in wins and baggage, Pierzynski was a perfect fit. That Captain Chaos found a sweet home in Chicago was never more apparent than during the ALCS against the Los Angeles Angels. Pierzynski made possible both the series-changing run in Game 2 and the series-clinching run in Game 5 as only he can: by somehow reaching base twice on plays on which he was thought to be called out. You can look it up in your Polish-American dictionary: The Angels got Pierzynskied. 'Even when I don't do anything, I do something,' Pierzynski said last Thursday. He channeled the Zen master of catching, Yogi Berra, in more ways than just by uttering mind-bending aphorisms. Pierzynski became the first catcher since Berra in the 1956 World Series to catch four straight complete games in a postseason series."" - Tom Verducci in Sports Illustrated (10/24/2005, Going the Distance, Page 80)",Left,None Attended
414,414,Darrell Porter,porteda02,188,"""I guess that my most memorable game would have to have been the 1980 playoff game with the New Yankees when George Brett took Goose Gossage out of the park into the upper deck to win the ALCS for us. We had been to the playoffs 3 out of the previous 4 years and the Yankees had beaten us all 3 times. It was a great feeling to finally beat them and make it to the World Series."" - Porter, Darrell. Baseball Digest. April 1990. Page 52.",Left,None Attended
415,415,B.J. Surhoff,surhob01,188,"""I enjoyed catching, but the team (Brewers) moved me to right when Dave Nilsson came up (1992). I thought I was improving as a catcher, but they wanted me to move to the outfield. I'll play wherever they want me to play."" - B.J. Surhoff in Baseball Digest (July 2002)",Left,University of North Carolina
416,416,C.J. Cron,croncj01,187,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,University of Utah
417,417,Bobby Higginson,higgibo02,187,"""(Bobby) Higginson credits former Detroit star Kirk Gibson for much of his success. Gibson was in his final season when Higginson was a rookie in 1995, and they had adjoining lockers. 'Gibby taught me how to think in the outfield, on the base paths and in the on-deck circle,' Higginson says. 'He was in my ear all season.' He still is. While in an early-season slump a year ago, Higginson left a message on Gibson's answering machine: 'It's me, Gibby. I'm terrible. I'm hitting .230.' Gibson's advice: 'Shut up and stop the negativity. Visualize how you felt in '96 when you were really rakin'. You've got to feel the feel.' After watching a video of his greatest hits, Higginson felt it. The next game he swatted a homer off the third deck of Tiger Stadium. A day later he hit three doubles, and he never looked back."" - Lidz, Frank. Sports Illustrated: FROM GIBBY TO HIGGY IT'S NO COINCIDENCE THAT BOBBY HIGGINSON IS KIRK GIBSON'S HEIR APPARENT. 24 August 1998.",Left,Temple University
418,418,Mike Stanley,stanlmi02,187,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,University of Florida
419,419,Justin Turner,turneju01,187,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Cal State Fullerton
420,420,Rich Aurilia,aurilri01,186,"""He (Rich Aurilia) clearly is a highly productive player who can fill many infield needs, while his character and desire to win are unquestioned."" - Sabean, Brian. San Francisco Giants Senior Vice President & General Manager. Press Release: Giants sign infielder Rich Aurilia to a two-year deal. 4 December 2006.",Right,St. John's University
421,421,Glenallen Hill,hillgl01,186,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
422,422,Minnie Minoso,minosmi01,186,"""It's been many years (twelve) since I face pitching like this (Frank Tanana on September 11, 1976). I hope they (the fans) forgive me."" - Minnie Minoso (After being un-retired and going in as a DH)",Right,None Attended
423,423,Mitch Moreland,morelmi01,186,"""We think he (Mitch Moreland) fits our program really well. He goes about his business the right way. He's a hard worker and very respectful of others. He wants to get better. He fits the mold we look for in players. He's very coachable and processes information."" - Ryan, Nolan. Texas Rangers President. Rangers believe that Moreland is the answer. Justice, Richard. MLB Staff writer. 28 February 2012.",Left,Mississippi State University
424,424,Joc Pederson,pederjo01,186,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,None Attended
425,425,Chris Chambliss,chambch01,185,"""For a while it was strange picking up the papers and seeing my name on top in RBIs. I'm more used to seeing my name ninth or tenth among the leading hitters. It's really enjoyable."" - Chris Chambliss in Quiet Clutch Hitter (Baseball Digest : December 1976)",Left,"University of California, Los Angeles"
426,426,Yasmani Grandal,grandya01,185,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Both,University of Miami
427,427,Alan Trammell,trammal01,185,"""In the early 1980s, things started to change, as the American League produced a trio of talented two-way shortstops who could field their position and pose a substantial threat to pitchers. The Brewers' Robin Yount, who debuted in the majors in 1974 at the tender age of 18, evolved into a top-notch hitter and earned MVP honors in 1982 as Milwaukee won the pennant. The Orioles' Cal Ripken kicked off a stretch of 10 straight seasons with at least 20 homers in his official rookie season of 1982—as well as a record-setting consecutive games streak—and the next year, he too claimed an MVP award as Baltimore won the World Series. Debuting between those two, in late 1977, was the Tigers' Alan Trammell. He didn't win the MVP award in 1984—that honor went to reliever Willie Hernandez, a teammate—but he hit .314/.382/.468 while helping Detroit to a world championship. Trammell would spend 20 years with the Tigers, and while he didn't reach 3,000 hits like Yount (who eventually moved to centerfield and won another MVP Award) or Ripken (who also won a second MVP before moving to third base for his final few years), he did make six All-Star teams and win four Gold Gloves in his career, even while competing for attention with the other two."" - Jaffe, Jay. Sports Illustrated Staff Writer. JAWS and the 2014 Hall of Fame ballot: Alan Trammell. 11 December 2013.",Right,None Attended
428,428,Michael Young,youngmi02,185,"""Michael Young is Michael Young. He has a reputation and I respect that reputation. I know exactly what Michael Young brings. He can bring a lot to us in defending our American League championship. I certainly want him around here...He means everything inside the clubhouse. He's our leader. It's a guy that shows up every day and plays through injuries. He leaves his heart out on the field every day. We're playing to put the best club out there and as far as I'm concerned, he's a part of that."" - Texas Rangers Manager Ron Washington on ESPNDallas.com (Richard Durrett, Manager wants Michael Young in '11, 02/08/2011)",Right,"University of California, Santa Barbara"
429,429,Adam Duvall,duvalad01,184,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,University of Louisville
430,430,Charlie Gehringer,gehrich01,184,"""He'd (Charlie Gehringer) say hello at the start of Spring Training and goodbye at the end of the season and the rest of the time he let his bat and glove do all the talking for him."" - Cobb, Ty. Inside the Baseball Hall of Fame. National Baseball Hall of Fame and Museum. Simon & Schuster. 2 April 2013. Page 136.",Left,University of Michigan
431,431,Brian Jordan,jordabr01,184,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,University of Richmond
432,432,Bob Watson,watsobo01,184,"""Playing ball in New York and getting to the World Series in 1981, man, that's baseball. All my other years I just played the game, but this... this was baseball. It was a dream come true. As a young man I dreamed of playing in the majors, in an All-Star game and the World Series and thanks to the Yankees, I wound up doing all three. And the fact that we lost to the Dodgers in 1981... we had the better team, but just weren't meant to win."" - Watson, Bob. Stars of the 1980s Recall Some Special Baseball Moments. Blake, Mike. Baseball Digest. December 1995. Page 54.",Right,None Attended
433,433,Harry Heilmann,heilmha01,183,"""Harry Heilmann was one of the most marvelous men I ever met in baseball and one of the greatest right-handed hitters. He had a choppy stroke, but powerful. He was a tough man to pitch to."" - Hall of Fame Pitcher Ted Lyons in The 50 Greatest Players in Detroit Tigers History (Robert W. Cohen, Taylor Trade Publishing, 01/01/2015, Page 43)",Right,None Attended
434,434,Tommy Henrich,henrito01,183,"""Tom Henrich. He never over-swung. He made a ball be a strike and he would swing at a low overhand curve now and then. Tom would go for the single and cut down on his swing with two strikes. He was a good clutch hitter and tough to strike out--it seemed he was always looking for the pitch I was delivering."" - Bob Feller in Baseball Digest (Associate Director of the Baseball Hall of Fame William J. Guilfoile, August 1992, 'Hall of Famers Name Their Toughest Diamond Foes')",Left,None Attended
435,435,Kris Bryant,bryankr01,182,"""Only a handful of people have done what I've done and they are all pretty great players. Of course you want to go out there and prove yourself every single year and do better than you did the year previous, but I think it's also important to look back on what you've accomplished and not try to do too much because it wasn't like I was trying to do too much the years when I did amazing. It's a balance. Yes, I want to go out there and show everyone what I can do, but I have to find peace in what I do on a daily basis and know that I'm a really good baseball player."" - Bryant, Kris. The goal for Rockies' Kris Bryant? Be himself again: 'I'm a really good baseball player'. Allentuck, Daniel. Denver Gazette Staff Writer. 22 February 2023.",Right,University of San Diego
436,436,Willie Davis,daviswi02,182,"""He (Willie Davis) was so talented. God really blessed him with some great tools—for any sport, really—speed, strength, agility—everything an athlete needs in order to make the big time."" - Former Dodger Shortstop Wills, Maury. Willie Davis dies at 69; former Dodger center fielder. Thursby, Keith. Los Angeles Times Staff Writer. 10 March 2010.",Left,None Attended
437,437,Steve Balboni,balbost01,181,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Eckerd College
438,438,Ian Desmond,desmoia01,181,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
439,439,Babe Herman,hermaba01,181,"""Never once did I get hit on the head by a fly ball. Once or twice on the shoulder maybe, but never on the head."" - Herman, Babe. The New Bill James Historical Baseball Abstract. James, Bill. Author. Free Press Publishing. 100 Greatest Right Fielders. #50. Babe Herman. 13 June 2003. Page 822.",Left,None Attended
440,440,Sam Chapman,chapmsa01,180,"""I bought some new spikes and joined the team. I was planning on meeting Mr. Mack and being assigned to the minors, but he said, 'You're my left-handed outfielder from California.' I said, 'No, sir, I'm your new right-handed shortstop.' But he said, 'You're playing outfield today.' The first ball that was hit to me was a routine fly that I lost because I was fooling around with the new flip-down glasses they had given me, and when I picked up the ball I was so nervous I threw it into the stands. I thought that would be my last day ever in the majors, but when I got back to the dugout, Mr. Mack said, 'Don't worry, Sam; it shows you have a good arm.'"" - Sam Chapman in the San Francisco Chronicle (Dwight Chapin, 12/30/2006)",Right,"University of California, Berkeley"
441,441,Max Muncy,muncyma01,180,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,Baylor University
442,442,Kole Calhoun,calhoko01,179,"""If you look at the common-sense makeup of a lineup, Kole (Calhoun) right now makes a lot of sense to hit behind Albert (Pujols). Mike (Trout) and Albert are going to be our two best on-base percentage guys and we have Kole and Johnny Giavotella right now behind them to try to hit with runners in scoring position. So, hopefully, it'll be something that'll flow. We've been trying to find some continuity offensively, but when you look at production, there is no asterisk on production that says a guy is 5-foot-7 or 6-foot-1. Kole Calhoun can play and he always plays big. So we're comfortable putting him at any position in the lineup."" - Scioscia, Mike. Los Angeles Angels Manager (2000-2018). Angels' Mike Scioscia defends Kole Calhoun's No. 4 spot in the lineup. Morales, Robert. Los Angeles Daily News Staff Writer. 13 June 2015.",Left,Arizona State University
443,443,Del Crandall,crandde01,179,"""I think the most complete catcher during my time in the league was Del Crandall. He was sound defensively. He could catch the bad pitch and block the plate. He didn't have a strong arm, but he made up for it with a quick release and accuracy."" - John Roseboro in Glory Days with the Dodgers, and Other Days with Others (Roseboro, John. Atheneum Publishing. 1 January 1978. Page 73.)",Right,None Attended
444,444,Jim Gentile,gentiji01,179,"""(Jim) Gentile, though retired, made some baseball news in 2010 when he got a $5,000 bonus from the Orioles. The team had said they'd give him that money if he led the American League in RBI in 1961, but Gentile finished second with 141, just behind Roger Maris (142). however, the New York Times reported in the summer of 2010 that Elias Sports Bureau officially recognized an RBI change that brought Maris back to 141. And so the Orioles presented Gentile with a $5,000 check before a game."" - Seidel, Jeff. Author. Baltimore Orioles: Where Have You Gone?. Sports Publishing. 1 March 2006. Page 40.",Left,None Attended
445,445,Woodie Held,heldwo01,179,"""Don't forget to swing hard, just in case you hit the ball."" - Woodie Held in The Plain Dealer (Grant Segall, 06/11/2009)",Right,None Attended
446,446,Joe Rudi,rudijo01,179,"""What makes him (Joe Rudi) such an outstanding player is that he's one of those rare individuals who maintains an even pace all season long. He's such a consistent, dependable man. A great player."" - Boston Red Sox Manager (1974-1976) Darrell Johnson in Baseball Digest (September 1975)",Right,None Attended
447,447,Cody Bellinger,bellico01,178,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,None Attended
448,448,Harlond Clift,cliftha01,178,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
449,449,Tony Lazzeri,lazzeto01,178,"""They didn't get along. (Lou) Gehrig thought (Babe) Ruth was a big-mouth and Ruth thought Gehrig was cheap. They were both right."" - Tony Lazzeri",Right,None Attended
450,450,Rougned Odor,odorro01,178,"""Rougned Odor may well be one of the reasons the Rangers could afford to trade Ian Kinsler. Along with (Jurickson) Profar, Odor offers another solid infield option, though he profiles best as a second baseman. Odor has been in Texas' system for parts of three seasons. He hit .306 in 2013, making steady improvement in challenging classifications each year. Odor's hitting ability comes with enough speed to steal bases. He has some home run power, and he can pop an occasional double. Complementing Odor's good offense is his ability to play very smooth middle-infield defense."" - Pleskoff, Bernie. MLB Staff Writer. How do Rangers' prospects fit Texas' needs? 26 March 2014.",Left,None Attended
451,451,Hunter Renfroe,renfrhu01,177,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,Mississippi State University
452,452,Trevor Story,storytr01,177,"""A storybook start to Trevor Story's major league career coincided with Zack Greinke's worst game in four seasons. The result was the Colorado Rockies' 10-5 victory over the Arizona Diamondbacks on Monday night. Story became the first player to hit two home runs in his major league debut on opening day, and both came off Greinke, one of the best pitchers in baseball. 'It is unbelievable,' Story said. 'It is something you don't even dream of or something that I never dreamed of. It is a really, really special moment.'"" - The New York Times (Associated Press, 04/05/2016, 'Story Makes MLB History, Greinke Has Awful Night in Arizona', Source)",Right,None Attended
453,453,Ron Kittle,kittlro01,176,"""It was hard to give up on Ron Kittle — because he never gave up on himself. The right-handed power hitter won the Rookie of the Year Award with the White Sox in 1983. Five years earlier he had been released by the Dodgers after having part of his spine fused, one of several injuries that limited Kittle to only two full seasons in a 10-year major league career."" - Author Matthew Silverman in Baseball: The Biographical Encyclopedia (Total Sports Publishing, Ron Kittle, May 2000, Page 611)",Right,None Attended
454,454,Yadier Molina,molinya01,176,"""People don’t understand how hard it is to be a catcher, to put on the equipment after you run the bases, then get hit in the face with a ball, then take the equipment off and go hit, do that for 130 games a year. I mean, it's tough. So, I've got my respect for every catcher in the league, every catcher in the minor leagues, every catcher in the Little Leagues because it's not an easy job."" - Yadier Molina",Right,None Attended
455,455,Don Money,moneydo01,176,"""Just how good was Brooks Robinson? Long before the Baltimore third baseman retired from the major leagues, players would be called 'Brooks' when they made a stellar defensive play. While the moniker typically stuff for no more than the one particular performance, there was a player whose glove work was so consistently spectacular that some unknowing observer might have thought Don Money's first name was the same as the Oriole legend."" - Author Bill Ballew in The Pastime in the Seventies: Oral Histories of 16 Major Leaguers (McFarland Publishing, 10/01/2002, '7. Don Money', Page 74)",Right,None Attended
456,456,Javier Báez,baezja01,175,"""The most powerful swing in all of minor league baseball begins each at-bat with a cold stare of indifference. And ends in a blur of violence. But when Javier Báez connects, when he syncs up his waist-high leg kick with the serpentine coil of his arms and his torso, what you marvel at is not the trajectory of the ball or the distance it travels. It's the sound that bat and ball make when they meet. It's a mixture of hunger and rage. A sledgehammer striking iron."" - Valkenburg, Kevin Van. Senior Writer. ESPN: After loss and injury, is Javier Báez finally ready for the Cubs?. 26 August 2015.",Right,None Attended
457,457,Xander Bogaerts,bogaexa01,175,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Right,None Attended
458,458,Matt Carpenter,carpema01,175,"""Do you have a favorite quote from or about this particular Major League Baseball player that you would like to see here? If so, please send it to us, and we'll update this page immediately."" - Baseball Almanac",Left,Texas Christian University
459,459,Hideki Matsui,matsuhi01,175,"""Now strictly a DH and pinch-hitter because of bad knees, Matsui accomplished a lot in a hurry. His 13 at-bats tied Baltimore's Rick Dempsey in 1983 for the fewest by a Series MVP (nonpitchers only), according to STATS. 'He has been a clutch player ever since I've known him,' Yankees manager Joe Girardi said. Matsui became the first player to win the award as a full-time DH in the Series. Toronto DH Paul Molitor played in the field when the Blue Jays won the 1993 title. 'Oh my goodness. You can't say enough about Matsui all year,' Yankees star Mark Teixeira said. 'The biggest game of the year, unbelievable. I haven't seen a guy hit like that in the World Series.'"" - Associated Press Wire. Matsui has 6 RBIs in Game 6. 5 November 2009.",Left,None Attended
460,460,Bill Buckner,bucknbi01,174,"""The fans like players who go all out, play hard. I do the best I can. I enjoy playing. That's all I've done."" - Buckner, Bill. Bill Buckner: Anything but a choke. Gordon, Grant. Glendale News Press Staff Writer. 17 November 2005.",Left,None Attended
461,461,Jason Heyward,heywaja01,174,"""When I was 10, I saw a couple of big league games, and I said, 'I want to do this the rest of my life,'"" says Jason. ""They had a plan, my parents. I appreciate that they did everything they could to get me in front of all the right people. But my dad said, 'Without you saying you wanted it, it wouldn't have happened.' Every year he asked, 'Do you still want to play baseball?' By my senior year I looked at him like he was stupid. And he said, 'All right. I will never ask you again.'"" - Sportswriter Tom Verducci in Sports Illustrated (04/19/2010, Legend Before His Time)",Left,None Attended
462,462,Jonathan Schoop,schoojo01,174,"""You can realize there's a lot of emotions there for him, probably some people in his family back in Curacao. He played well, turned a good double play, didn't look particularly nervous. I was rooting for him. He had a good pace to his game. I think playing for his country in the WBC [for Kingdom of the Netherlands] was big for him. I know [Triple-A manager Ron Johnson] was talking about that, and [director of player development] Brian Graham. Said it was a little different guy that came back."" - Showalter, Buck. Baltimore Orioles Manager. Young O's show upside, pop day after elimination. Ghiroli, Brittany. MLB Staff Writer. 25 September 2013.",Right,None Attended
463,463,Nate Colbert,colbena01,173,"""When I was with the Astros, we had a lot of talent in the Minor Leagues, John Mayberry, Bob Watson ... a lot of guys at the positions I played. When the expansion draft [in 1968] came around, I knew right away I wanted to go to San Diego more than anything. I had played in the other expansion cities [Kansas City and Seattle], but I hadn't played in Montreal. I had played in San Diego before and thought it was a wonderful city."" - Colbert, Nate. Padres legend Colbert recalls Jackie moment. Brock, Corey. MLB Staff Writer. 4 April 2012.",Right,None Attended
464,464,Walker Cooper,coopewa01,173,"""When Big Coop was on your club, you didn't have to worry about squabbles with anybody else, because he was in all of them. He was the brawling type of fellow who comes to play, didn't ask for any quarter, and certainly didn't give any."" - Teammate Musial, Stan. The Cardinals Encyclopedia. Eisenbath, Mike. Author. Temple University Press. 14 May 1999. Page 158.",Right,None Attended
465,465,Carlos Correa,correca01,173,"""I just want to get to the big league level the quickest that I can. I want to be a leader. I want to be the face of the franchise. That's what I want as a player. I will work hard right now to be a great player, an impact player in the big leagues."" - Correa, Carlos. Carlos Correa signs for $4.8 million. Associated Press Wire Services. 7 June 2012.",Right,None Attended
466,466,Julio Franco,francju01,173,"""I've told you guys I don't believe in age, I don't worry about age (After he became the second-oldest player to steal a base, Arlie Latham, 49, oldest)."" - Julio Franco (Post Game Press Conference, 04/26/2006, Mets 9, Giants 7, 11 innings, NBC Sports)",Right,None Attended
